UID,p0,p1,recipe,p0_valid_actions,p1_valid_actions,p0_total_actions,p1_total_actions,free_ride_index,alternation_rate
2025-08-26_17-01-25,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,7,4,15,7,0.272727,0.500000
2025-08-26_17-42-13,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,5,2,26,4,0.428571,0.500000
2025-08-26_18-11-36,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,3,1,11,7,0.500000,0.333333
2025-08-26_18-38-39,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,5,2,10,8,0.428571,0.500000
2025-08-26_18-57-00,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,3,4,20,15,0.142857,0.666667
2025-08-26_19-20-22,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,4,3,16,9,0.142857,0.333333
2025-08-26_19-43-15,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,2,3,8,10,0.200000,0.500000
2025-08-26_20-06-29,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,2,5,5,9,0.428571,0.500000
2025-08-26_20-31-25,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,4,2,11,10,0.333333,0.600000
2025-08-26_20-55-53,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,3,2,5,7,0.200000,0.500000
2025-08-26_21-13-07,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,7,2,19,16,0.555556,0.375000
2025-08-26_21-47-42,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,4,2,9,12,0.333333,0.600000
2025-08-26_22-23-38,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,6,1,16,12,0.714286,0.166667
2025-08-26_22-55-34,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,1,4,7,10,0.600000,0.500000
2025-08-26_23-13-27,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,4,3,15,11,0.142857,0.500000
2025-08-26_23-40-16,Qwen3-32B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,1,4,82,14,0.600000,0.500000
2025-08-27_00-19-15,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,1,2,6,13,0.333333,1.000000
2025-08-27_00-41-48,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,5,2,12,3,0.428571,0.500000
2025-08-27_01-25-02,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,2,5,4,16,0.428571,0.666667
2025-08-27_02-37-56,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,5,2,8,4,0.428571,0.500000
2025-08-27_02-52-40,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,5,2,13,6,0.428571,0.500000
2025-08-27_03-08-03,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,2,5,13,20,0.428571,0.333333
2025-08-27_03-47-58,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,5,3,25,16,0.250000,0.571429
2025-08-27_04-34-56,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,2,5,18,30,0.428571,0.333333
2025-08-27_05-27-02,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,6,1,12,7,0.714286,0.166667
2025-08-27_05-57-54,Qwen3-32B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,3,6,9,33,0.333333,0.750000
2025-08-26_19-38-28,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,0,3,1,5,1.000000,0.000000
2025-08-26_19-46-39,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,2,3,4,0.333333,1.000000
2025-08-26_19-57-09,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,7,4,12,15,0.272727,0.500000
2025-08-26_20-22-39,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,2,5,5,26,0.428571,0.333333
2025-08-26_21-03-28,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,4,3,14,16,0.142857,0.333333
2025-08-26_21-26-10,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,4,5,20,15,0.111111,0.375000
2025-08-26_22-25-49,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,6,5,17,12,0.090909,0.700000
2025-08-26_22-48-35,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,0,2,2,11,1.000000,0.000000
2025-08-26_22-58-19,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,1,6,7,0.000000,1.000000
2025-08-26_23-13-18,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,4,2,5,0.600000,0.500000
2025-08-26_23-22-18,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,5,6,7,15,0.090909,0.500000
2025-08-27_00-02-33,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,5,1,8,7,0.666667,0.200000
2025-08-27_00-46-48,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,1,0,9,0,1.000000,0.000000
2025-08-27_00-54-18,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,4,5,22,30,0.111111,0.500000
2025-08-27_02-00-24,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,1,2,3,4,0.333333,1.000000
2025-08-27_02-06-38,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,1,0,1,0,1.000000,0.000000
2025-08-27_02-16-56,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,5,2,10,6,0.428571,0.500000
2025-08-27_02-51-52,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,1,0,1,0,1.000000,0.000000
2025-08-27_03-03-22,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,3,6,24,18,0.333333,0.375000
2025-08-27_04-31-53,Qwen3-32B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,0,4,3,11,1.000000,0.000000
2025-08-26_20-20-01,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,2,1,4,4,0.333333,0.500000
2025-08-26_21-35-06,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_21-36-16,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,6,3,12,13,0.333333,0.250000
2025-08-26_22-07-21,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_22-29-40,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,3,1,7,5,0.500000,0.333333
2025-08-26_23-01-59,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,1,1,3,3,0.000000,1.000000
2025-08-26_23-17-05,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,3,1,5,62,0.500000,0.333333
2025-08-26_23-44-00,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,4,0,63,5,1.000000,0.000000
2025-08-27_00-10-47,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,6,1,21,5,0.714286,0.166667
2025-08-27_00-56-41,Qwen3-32B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_00-58-35,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-27_01-21-21,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_01-22-44,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,2,3,4,1.000000,0.000000
2025-08-27_01-31-07,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,2,0,4,1,1.000000,0.000000
2025-08-27_02-37-36,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_02-38-54,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-27_03-01-52,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,6,4,0.000000,1.000000
2025-08-27_04-11-07,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_04-13-56,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,3,3,0.000000,1.000000
2025-08-27_04-37-40,Qwen3-32B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,2,6,5,0.333333,0.500000
2025-08-26_15-45-55,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,0,3,0,1.000000,0.000000
2025-08-26_15-47-50,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_15-50-24,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_15-57-18,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,2,2,2,0.333333,1.000000
2025-08-26_16-38-00,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,5,3,22,16,0.250000,0.571429
2025-08-26_17-33-07,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_17-35-20,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,2,2,8,6,0.000000,1.000000
2025-08-26_18-15-01,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,5,3,10,7,0.250000,0.857143
2025-08-26_19-21-17,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_19-36-16,Qwen3-32B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_22-20-41,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,6,1,89,5,0.714286,0.166667
2025-08-26_23-23-43,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,0,0,0,0.000000,0.000000
2025-08-26_23-25-01,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,0,1,0,1.000000,0.000000
2025-08-26_23-28-05,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,1,3,3,0.000000,1.000000
2025-08-26_23-58-27,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,3,2,9,6,0.200000,0.750000
2025-08-27_00-32-52,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,0,0,0,0.000000,0.000000
2025-08-27_00-34-35,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,1,1,1,0.000000,1.000000
2025-08-27_00-53-36,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,1,0,1,1.000000,0.000000
2025-08-27_02-09-20,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,2,7,23,16,0.555556,0.500000
2025-08-27_02-49-33,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,0,0,0,0.000000,0.000000
2025-08-26_15-45-57,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,2,4,2,1.000000,0.000000
2025-08-26_16-25-46,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,4,3,20,56,0.142857,0.333333
2025-08-26_17-53-27,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_17-54-40,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_17-55-31,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,5,3,14,40,0.250000,0.571429
2025-08-26_18-55-08,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_18-57-21,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_18-58-39,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,3,1,3,1.000000,0.000000
2025-08-26_19-19-20,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,5,3,19,44,0.250000,0.428571
2025-08-26_20-18-19,Qwen3-32B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-27_00-53-41,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,0,1,0,1,1.000000,0.000000
2025-08-27_01-46-28,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,4,1,6,5,0.600000,0.250000
2025-08-27_02-38-26,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,6,5,10,10,0.090909,0.700000
2025-08-27_03-15-51,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,4,2,33,22,0.333333,0.400000
2025-08-27_04-11-10,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,3,6,11,17,0.333333,0.750000
2025-08-27_04-58-55,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,4,1,8,5,0.600000,0.250000
2025-08-27_05-33-41,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,3,4,10,15,0.142857,0.666667
2025-08-27_06-09-27,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,2,4,10,17,0.333333,0.200000
2025-08-27_06-33-24,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,3,2,8,4,0.200000,0.500000
2025-08-27_06-56-49,Qwen3-32B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,4,3,8,5,0.142857,0.333333
2025-08-26_15-45-57,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,6,5,10,8,0.090909,0.500000
2025-08-26_16-11-04,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,1,3,10,9,0.500000,0.666667
2025-08-26_16-44-06,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,2,1,4,4,0.333333,0.500000
2025-08-26_17-39-51,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-26_17-50-50,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,4,3,14,8,0.142857,0.500000
2025-08-26_18-12-14,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,6,1,11,8,0.714286,0.166667
2025-08-26_18-28-55,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,3,1,3,3,0.500000,0.333333
2025-08-26_18-43-01,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,2,5,13,10,0.428571,0.333333
2025-08-26_19-24-41,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,5,2,10,15,0.428571,0.166667
2025-08-26_19-50-15,Qwen3-32B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,5,2,20,9,0.428571,0.500000
2025-08-26_21-00-52,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,5,2,16,6,0.428571,0.500000
2025-08-26_21-37-36,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,5,2,10,6,0.428571,0.500000
2025-08-26_22-12-21,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,2,1,8,2,0.333333,0.500000
2025-08-26_22-59-17,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,5,2,14,12,0.428571,0.500000
2025-08-26_23-33-43,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,5,2,12,13,0.428571,0.333333
2025-08-27_00-06-23,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,2,5,9,9,0.428571,0.166667
2025-08-27_00-38-29,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,5,1,13,9,0.666667,0.200000
2025-08-27_01-02-15,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,2,3,6,11,0.200000,0.750000
2025-08-27_01-41-08,Qwen3-32B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,7,2,22,14,0.555556,0.375000
2025-08-26_15-45-56,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,5,2,10,6,0.428571,0.333333
2025-08-26_16-06-20,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,1,4,2,6,0.600000,0.500000
2025-08-26_16-12-11,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,2,3,9,11,0.200000,0.500000
2025-08-26_16-31-44,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,5,1,12,9,0.666667,0.200000
2025-08-26_16-55-44,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,3,2,6,8,0.200000,0.500000
2025-08-26_17-20-23,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,1,0,3,0,1.000000,0.000000
2025-08-26_17-31-02,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,5,2,11,3,0.428571,0.500000
2025-08-26_18-02-20,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,5,2,20,16,0.428571,0.500000
2025-08-26_19-00-11,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,6,5,12,11,0.090909,0.500000
2025-08-26_19-21-57,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,4,7,6,10,0.272727,0.500000
2025-08-26_19-43-34,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,4,7,13,7,0.272727,0.500000
2025-08-26_20-07-22,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,4,2,7,6,0.333333,0.400000
2025-08-26_20-55-16,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,5,4,15,12,0.111111,0.625000
2025-08-26_21-39-09,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_21-41-11,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,2,5,13,12,0.428571,0.500000
2025-08-26_22-16-44,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,0,3,2,5,1.000000,0.000000
2025-08-26_22-32-10,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,0,3,1,3,1.000000,0.000000
2025-08-26_22-48-14,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,6,1,11,5,0.714286,0.166667
2025-08-26_23-48-01,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_23-51-07,Qwen3-32B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,7,4,18,12,0.272727,0.600000
2025-08-26_15-45-58,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,4,4,12,53,0.000000,0.714286
2025-08-26_16-09-20,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,8,1,17,28,0.777778,0.125000
2025-08-26_16-51-07,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,3,3,8,22,0.000000,0.600000
2025-08-26_17-03-48,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,7,2,29,28,0.555556,0.375000
2025-08-26_18-04-36,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,5,5,19,14,0.000000,0.555556
2025-08-26_18-28-00,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,4,4,10,33,0.000000,0.714286
2025-08-26_19-11-55,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,3,1,10,4,0.500000,0.333333
2025-08-26_19-22-11,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-26_19-29-14,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,5,1,12,5,0.666667,0.200000
2025-08-26_19-41-21,Qwen3-32B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_19-44-21,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,3,4,6,10,0.142857,0.500000
2025-08-26_20-04-42,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,7,4,16,13,0.272727,0.500000
2025-08-26_20-26-05,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,8,3,19,7,0.454545,0.500000
2025-08-26_20-44-59,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,3,2,14,7,0.200000,0.500000
2025-08-26_21-02-54,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,3,2,9,18,0.200000,0.750000
2025-08-26_21-31-06,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,2,5,3,33,0.428571,0.333333
2025-08-26_22-19-55,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,5,2,10,6,0.428571,0.333333
2025-08-26_22-32-35,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,7,4,10,7,0.272727,0.700000
2025-08-26_22-57-27,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,5,4,22,13,0.111111,0.625000
2025-08-26_23-22-59,Qwen3-32B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,6,2,28,24,0.500000,0.428571
2025-08-27_00-08-45,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,4,4,6,8,0.000000,0.714286
2025-08-27_00-39-22,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,4,3,8,5,0.142857,0.666667
2025-08-27_01-07-41,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,5,4,14,11,0.111111,0.625000
2025-08-27_01-28-35,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,5,4,8,9,0.111111,0.625000
2025-08-27_02-00-38,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,2,1,15,33,0.333333,0.500000
2025-08-27_02-32-16,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,6,2,11,8,0.500000,0.428571
2025-08-27_02-52-40,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,3,1,3,5,0.500000,0.333333
2025-08-27_03-00-59,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,1,2,2,4,0.333333,1.000000
2025-08-27_03-20-46,Qwen3-32B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,2,3,17,37,0.200000,0.500000
2025-08-26_15-49-53,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,5,5,19,23,0.000000,0.555556
2025-08-26_16-28-00,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,5,4,21,46,0.111111,0.375000
2025-08-26_17-16-17,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,0,2,1,3,1.000000,0.000000
2025-08-26_17-18-43,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,3,4,12,14,0.142857,0.666667
2025-08-26_17-32-58,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,0,0,0,0,0.000000,0.000000
2025-08-26_17-34-58,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,0,3,4,9,1.000000,0.000000
2025-08-26_17-41-27,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,3,1,3,2,0.500000,0.333333
2025-08-26_17-45-12,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,7,4,10,9,0.272727,0.500000
2025-08-26_17-53-48,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,7,4,15,12,0.272727,0.500000
2025-08-26_18-16-42,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,2,2,8,4,0.000000,0.666667
2025-08-26_18-24-44,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,6,2,9,41,0.500000,0.428571
2025-08-26_19-46-01,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,7,3,13,20,0.400000,0.333333
2025-08-26_20-33-33,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,5,6,11,38,0.090909,0.500000
2025-08-26_21-33-48,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,6,5,15,12,0.090909,0.700000
2025-08-26_22-05-20,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,5,6,13,8,0.090909,0.700000
2025-08-26_22-33-09,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,1,0,5,0,1.000000,0.000000
2025-08-26_22-34-50,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,3,4,15,10,0.142857,0.333333
2025-08-26_23-06-27,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,3,6,24,30,0.333333,0.375000
2025-08-26_23-57-02,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,5,2,16,18,0.428571,0.500000
2025-08-27_00-46-11,Qwen3-32B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,1,3,2,19,0.500000,0.666667
2025-08-27_01-12-52,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,3,4,16,24,0.142857,0.500000
2025-08-27_01-53-05,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,2,3,4,10,0.200000,1.000000
2025-08-27_02-01-41,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,7,4,15,15,0.272727,0.700000
2025-08-27_02-28-23,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,1,0,15,0,1.000000,0.000000
2025-08-27_02-39-40,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,4,7,10,16,0.272727,0.500000
2025-08-27_02-58-40,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,1,1,5,3,0.000000,1.000000
2025-08-27_03-11-58,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,1,2,73,15,0.333333,1.000000
2025-08-27_03-50-40,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,1,2,34,8,0.333333,1.000000
